nu,E
0.5298013245033113,0.4539711191335738
0.4105960264900663,0.3592057761732852
0.7582781456953642,0.5685920577617329
0.4768211920529801,0.5054151624548737
0.8112582781456954,0.7545126353790614
0.5827814569536425,0.5631768953068592
0.5198675496688743,0.4666064981949458
0.6622516556291391,0.493682310469314
0.10264900662251653,0.0
0.3344370860927153,0.29783393501805056
0.6125827814569536,0.6191335740072201
0.4039735099337749,0.34296028880866425
0.3741721854304636,0.5009025270758123
0.3344370860927153,0.21389891696750896
0.8211920529801324,0.6543321299638989
0.39072847682119205,0.30956678700361007
0.3841059602649006,0.40162454873646203
0.4635761589403973,0.48465703971119134
0.09933774834437092,0.03700361010830311
0.22847682119205293,0.05866425992779778
0.3211920529801324,0.41967509025270755
0.1887417218543046,0.17057761732851973
0.6622516556291391,0.6317689530685922
0.24172185430463577,0.296028880866426
0.6059602649006623,0.5451263537906139
0.39403973509933765,0.3772563176895307
0.4768211920529801,0.2698555956678699
0.3211920529801324,0.22021660649819486
0.3211920529801324,0.30415162454873634
0.4768211920529801,0.38628158844765337
0.4172185430463575,0.2942238267148014
0.370860927152318,0.42057761732851984
0.4602649006622517,0.4684115523465704
0.20198675496688745,0.12545126353790603
0.6986754966887416,0.6832129963898916
0.5331125827814569,0.5712996389891696
0.5,0.3402527075812274
0.6986754966887416,0.6660649819494584
0.5033112582781456,0.47833935018050555
0.675496688741722,0.5722021660649821
0.6357615894039734,0.6714801444043323
0.5562913907284768,0.5857400722021662
0.5066225165562914,0.4296028880866425
0.19205298013245042,0.08754512635379053
0.5,0.45758122743682295
0.7384105960264902,0.7644404332129964
0.6158940397350994,0.5189530685920578
0.2913907284768211,0.28700361010830333
0.5860927152317881,0.713898916967509
0.48675496688741715,0.5153429602888087
0.9006622516556291,0.9250902527075813
0.6688741721854305,0.6110108303249098
0.5198675496688743,0.37635379061371843
0.38741721854304645,0.33664259927797824
0.3377483443708609,0.27978339350180503
0.2880794701986755,0.22653429602888087
0.2152317880794703,0.18862815884476525
0.3543046357615893,0.4097472924187726
0.7913907284768211,0.7662454873646212
0.5364238410596027,0.4097472924187726
0.4271523178807948,0.3375451263537905
0.48675496688741715,0.3971119133574008
0.3973509933774835,0.34205776173285196
0.4602649006622517,0.5036101083032489
0.5264900662251655,0.296028880866426
0.35761589403973515,0.25270758122743686
0.45033112582781465,0.37454873646209386
0.4735099337748345,0.5261732851985559
0.3642384105960266,0.36191335740072206
0.3410596026490067,0.3077617328519855
0.5993377483443709,0.4720216606498193
0.4768211920529801,0.5036101083032489
0.566225165562914,0.4747292418772564
0.4139072847682119,0.3925992779783394
0.5331125827814569,0.46480144404332124
0.6258278145695364,0.5027075812274369
0.3741721854304636,0.3375451263537905
1.0,1.0
0.48675496688741715,0.5081227436823104
0.4966887417218544,0.3140794223826715
0.509933774834437,0.529783393501805
0.6523178807947021,0.5370036101083033
0.8112582781456954,0.819494584837545
0.4735099337748345,0.4187725631768955
0.24172185430463577,0.24548736462093856
0.5264900662251655,0.5523465703971118
0.0,0.010830324909747113
0.5993377483443709,0.4296028880866425
0.4602649006622517,0.3384476534296028
0.45364238410596025,0.1787003610108303
0.13576158940397343,0.24187725631768942
0.6026490066225165,0.5740072202166064
0.4139072847682119,0.5333935018050542
0.33112582781456945,0.27256317689530674
0.2847682119205297,0.2310469314079422
0.42052980132450335,0.47653429602888076
0.5596026490066226,0.49638989169675085
0.5331125827814569,0.5081227436823104
0.4701986754966887,0.39981949458483745
0.4569536423841061,0.546028880866426
