<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;;;;;;;;8
MOEX;60;20211224;130000;148,92;;;;;;;;
MOEX;60;20211224;140000;149,27;;;;;;;;
MOEX;60;20211224;150000;148,25;;;;;;;;
MOEX;60;20211224;160000;148,75;;;;;;;;
MOEX;60;20211224;170000;148,72;;;;;;;;
MOEX;60;20211224;180000;149,45;;;;;;;;
MOEX;60;20211224;190000;149,88;;;;;;;;
MOEX;60;20211224;200000;149,42;;;;;;;;
MOEX;60;20211224;210000;149,82;;;;;;;;
MOEX;60;20211224;220000;149,49;;;;;;;;
MOEX;60;20211224;230000;149,45;;;;;;;;
MOEX;60;20211225;0;149,53;;;;;;;;
MOEX;60;20211227;80000;150,39;;;;;;;;
MOEX;60;20211227;90000;150,59;;;;;;;;
MOEX;60;20211227;100000;150,84;;;;;;;;
MOEX;60;20211227;110000;150,65;;;;;;;;
MOEX;60;20211227;120000;151,08;;;;;;;;
MOEX;60;20211227;130000;150,84;;;;;;;;
MOEX;60;20211227;140000;150,75;;;;;;;;
MOEX;60;20211227;150000;151,35;;;;;;;;
MOEX;60;20211227;160000;152,52;;;;;;;;
MOEX;60;20211227;170000;152,2;;;;;;;;
MOEX;60;20211227;180000;151,71;;;;;;;;
MOEX;60;20211227;190000;151,52;;;;;;;;
MOEX;60;20211227;200000;151,81;;;;;;;;
MOEX;60;20211227;210000;151,84;;;;;;;;
MOEX;60;20211227;220000;151,25;;;;;;;;
MOEX;60;20211227;230000;151,27;;;;;;;;
MOEX;60;20211228;0;151,7;;;;;;;;
MOEX;60;20211228;80000;151,84;;;;;;;;
MOEX;60;20211228;90000;152,39;;;;;;;;
MOEX;60;20211228;100000;152,95;;;;;;;;
MOEX;60;20211228;110000;151,83;;;;;;;;
MOEX;60;20211228;120000;151,97;;;;;;;;
MOEX;60;20211228;130000;152,08;;;;;;;;
MOEX;60;20211228;140000;152,08;;;;;;;;
MOEX;60;20211228;150000;152,08;;;;;;;;
MOEX;60;20211228;160000;152,06;;;;;;;;
MOEX;60;20211228;170000;152,12;;;;;;;;
MOEX;60;20211228;180000;152,15;;;;;;;;
MOEX;60;20211228;190000;152,38;;;;;;;;
MOEX;60;20211228;200000;151,78;;;;;;;;
MOEX;60;20211228;210000;151,77;;;;;;;;
MOEX;60;20211228;220000;151,97;;;;;;;;
MOEX;60;20211228;230000;151,82;;;;;;;;
MOEX;60;20211229;0;151,42;;;;;;;;
MOEX;60;20211229;80000;151,27;;;;;;;;
MOEX;60;20211229;90000;151,69;;;;;;;;
MOEX;60;20211229;100000;151,65;;;;;;;;
MOEX;60;20211229;110000;152,24;;;;;;;;
MOEX;60;20211229;120000;152,1;;;;;;;;
MOEX;60;20211229;130000;152,01;;;;;;;;
MOEX;60;20211229;140000;152,08;;;;;;;;
MOEX;60;20211229;150000;152,01;;;;;;;;
MOEX;60;20211229;160000;152,04;;;;;;;;
MOEX;60;20211229;170000;152,06;;;;;;;;
MOEX;60;20211229;180000;152,15;;;;;;;;
MOEX;60;20211229;190000;152,1;;;;;;;;
MOEX;60;20211229;200000;152;;;;;;;;
MOEX;60;20211229;210000;151,96;;;;;;;;
MOEX;60;20211229;220000;152,3;;;;;;;;
MOEX;60;20211229;230000;152,49;;;;;;;;
MOEX;60;20211230;0;152,57;;;;;;;;
MOEX;60;20211230;80000;152,7;;;;;;;;
MOEX;60;20211230;90000;152,71;;;;;;;;
MOEX;60;20211230;100000;153,43;;;;;;;;
MOEX;60;20211230;110000;152,18;;;;;;;;
MOEX;60;20211230;120000;152,18;;;;;;;;
MOEX;60;20211230;130000;152,3;;;;;;;;
MOEX;60;20211230;140000;152,53;;;;;;;;
MOEX;60;20211230;150000;152,79;;;;;;;;
MOEX;60;20211230;160000;152,77;;;;;;;;
MOEX;60;20211230;170000;152,77;;;;;;;;
MOEX;60;20211230;180000;153,24;;;;;;;;
MOEX;60;20211230;190000;153,18;;;;;;;;
MOEX;60;20211230;200000;153;;;;;;;;
MOEX;60;20211230;210000;153,27;;;;;;;;
MOEX;60;20211230;220000;153,34;;;;;;;;
MOEX;60;20211230;230000;153,45;;;;;;;;
MOEX;60;20211231;0;153,22;;;;;;;;
MOEX;60;20220103;80000;153,82;;;;;;;;
MOEX;60;20220103;90000;154,59;;;;;;;;
MOEX;60;20220103;100000;154,65;;;;;;;;
MOEX;60;20220103;110000;156,54;;;;;;;;
MOEX;60;20220103;120000;156,12;;;;;;;;
MOEX;60;20220103;130000;156,35;;;;;;;;
MOEX;60;20220103;140000;155,94;;;;;;;;
MOEX;60;20220103;150000;155,88;;;;;;;;
MOEX;60;20220103;160000;155,79;;;;;;;;
MOEX;60;20220103;170000;155,69;;;;;;;;
MOEX;60;20220103;180000;155,76;;;;;;;;
MOEX;60;20220103;190000;156,2;;;;;;;;
MOEX;60;20220103;200000;156,38;;;;;;;;
MOEX;60;20220103;210000;156;;;;;;;;
MOEX;60;20220103;220000;156,12;;;;;;;;
MOEX;60;20220103;230000;156,11;;;;;;;;
MOEX;60;20220104;0;156,46;;;;;;;;
MOEX;60;20220104;80000;156,98;;;;;;;;
MOEX;60;20220104;90000;157,21;;;;;;;;
MOEX;60;20220104;100000;157,44;;;;;;;;
MOEX;60;20220104;110000;158,38;;;;;;;;
MOEX;60;20220104;120000;157,52;;;;;;;;
MOEX;60;20220104;130000;157,44;;;;;;;;
MOEX;60;20220104;140000;158,08;;;;;;;;
MOEX;60;20220104;150000;157,1;;;;;;;;
MOEX;60;20220104;160000;156,15;;;;;;;;
MOEX;60;20220104;170000;155,44;;;;;;;;
MOEX;60;20220104;180000;155,73;;;;;;;;
MOEX;60;20220104;190000;155,77;;;;;;;;
MOEX;60;20220104;200000;155,82;;;;;;;;
MOEX;60;20220104;210000;156,25;;;;;;;;
MOEX;60;20220104;220000;156,1;;;;;;;;
MOEX;60;20220104;230000;156,35;;;;;;;;
MOEX;60;20220105;0;155,95;;;;;;;;
MOEX;60;20220105;80000;155,38;;;;;;;;
MOEX;60;20220105;90000;155,36;;;;;;;;
MOEX;60;20220105;100000;155,78;;;;;;;;
MOEX;60;20220105;110000;157,36;;;;;;;;
MOEX;60;20220105;120000;156,65;;;;;;;;
MOEX;60;20220105;130000;156,73;;;;;;;;
MOEX;60;20220105;140000;156,17;;;;;;;;
MOEX;60;20220105;150000;154,28;;;;;;;;
MOEX;60;20220105;160000;155,41;;;;;;;;
MOEX;60;20220105;170000;153,91;;;;;;;;
MOEX;60;20220105;180000;152,63;;;;;;;;
MOEX;60;20220105;190000;151,78;;;;;;;;
MOEX;60;20220105;200000;152,14;;;;;;;;
MOEX;60;20220105;210000;151,9;;;;;;;;
MOEX;60;20220105;220000;151,09;;;;;;;;
MOEX;60;20220105;230000;148,81;;;;;;;;
MOEX;60;20220106;0;148,24;;;;;;;;
MOEX;60;20220106;80000;149,7;;;;;;;;
MOEX;60;20220106;90000;151,02;;;;;;;;
MOEX;60;20220106;100000;151,33;;;;;;;;
MOEX;60;20220106;110000;148,89;;;;;;;;
MOEX;60;20220106;120000;147,42;;;;;;;;
MOEX;60;20220106;130000;147,61;;;;;;;;
MOEX;60;20220106;140000;148,34;;;;;;;;
MOEX;60;20220106;150000;147,75;;;;;;;;
MOEX;60;20220106;160000;148,08;;;;;;;;
MOEX;60;20220106;170000;148,05;;;;;;;;
MOEX;60;20220106;180000;147,34;;;;;;;;
MOEX;60;20220106;190000;147,58;;;;;;;;
MOEX;60;20220106;200000;148,4;;;;;;;;
MOEX;60;20220106;210000;148,86;;;;;;;;
MOEX;60;20220106;220000;148,94;;;;;;;;
MOEX;60;20220106;230000;148,8;;;;;;;;
MOEX;60;20220107;0;149,02;;;;;;;;
MOEX;60;20220110;80000;150,43;;;;;;;;
MOEX;60;20220110;90000;150,71;;;;;;;;
MOEX;60;20220110;100000;150,17;;;;;;;;
MOEX;60;20220110;110000;149,49;;;;;;;;
MOEX;60;20220110;120000;148,25;;;;;;;;
MOEX;60;20220110;130000;147,57;;;;;;;;
MOEX;60;20220110;140000;147,05;;;;;;;;
MOEX;60;20220110;150000;146,32;;;;;;;;
MOEX;60;20220110;160000;145,74;;;;;;;;
MOEX;60;20220110;170000;146,4;;;;;;;;
MOEX;60;20220110;180000;145,11;;;;;;;;
MOEX;60;20220110;190000;143,09;;;;;;;;
MOEX;60;20220110;200000;144,74;;;;;;;;
MOEX;60;20220110;210000;144,89;;;;;;;;
MOEX;60;20220110;220000;145,38;;;;;;;;
MOEX;60;20220110;230000;145,66;;;;;;;;
MOEX;60;20220111;0;145,3;;;;;;;;
MOEX;60;20220111;80000;145,97;;;;;;;;
MOEX;60;20220111;90000;145,87;;;;;;;;
MOEX;60;20220111;100000;145,5;;;;;;;;
MOEX;60;20220111;110000;146,07;;;;;;;;
MOEX;60;20220111;120000;146,9;;;;;;;;
MOEX;60;20220111;130000;148,3;;;;;;;;
MOEX;60;20220111;140000;148,7;;;;;;;;
MOEX;60;20220111;150000;149,72;;;;;;;;
MOEX;60;20220111;160000;149,59;;;;;;;;
