nums,n,nums-n,(nums-n)^2,(nums-n)^2/n
9,4.335160825150335,4.664839174849665,21.760724527212105,5.019588754578092
4,11.16681437183123,-7.166814371831229,51.36322824028666,4.599631240387824
27,20.492754607570106,6.507245392429894,42.34424259730009,2.0663031109374606
25,26.792814777296908,-1.7928147772969076,3.2141848256941605,0.1199644327186453
24,24.956478466177614,-0.9564784661776145,0.914851056261482,0.03665785849960115
17,16.561330509801422,0.4386694901985777,0.19243092163108005,0.011619291186610549
7,7.829861946181756,-0.8298619461817562,0.6886708497205721,0.08795440512925053
3,2.6373024888146115,0.3626975111853885,0.131549484620075,0.04988031717180935
1,0.6328674274299477,0.3671325725700523,0.1347863258419047,0.21297718921839162
