,-4.0,-3.0,-2.0,-1.0,0.0,1.0,2.0,3.0,4.0
-4.0,4,4,1,0,0,0,0,0,0
-3.0,1,0,3,0,0,0,0,0,0
-2.0,0,3,9,14,1,0,0,0,0
-1.0,0,0,1,10,12,2,0,0,0
0.0,0,0,0,3,12,9,0,0,0
1.0,0,0,0,0,2,8,6,1,0
2.0,0,0,0,0,0,2,5,0,0
3.0,0,0,0,0,0,0,1,2,0
4.0,0,0,0,0,0,0,0,0,1
