ni,ni*,-,-2,-2/
5,3.7336,1.2664,1.60376896,0.4295502892650525
8,10.1504,-2.1503999999999994,4.6242201599999975,0.45557023959646886
23,21.1848,1.8152000000000008,3.294951040000003,0.1555337336203317
25,27.9968,-2.9968000000000004,8.980810240000002,0.32077988341524755
24,23.14,0.8599999999999994,0.739599999999999,0.031961970613655966
15,12.5424,2.4575999999999993,6.039797759999996,0.4815504018369687
4,5.252,-1.2519999999999998,1.5675039999999993,0.29845849200304636
