nums,n,nums-n,(nums-n)^2,(nums-n)^2/n
9,4.417686868661532,4.582313131338468,20.997593633636956,4.7530742349782695
4,11.185078880896015,-7.185078880896015,51.62535852469793,4.6155560523469745
27,20.321323553882795,6.678676446117205,44.604719071920734,2.194971156954888
25,26.493159104511246,-1.4931591045112462,2.2295241113848268,0.08415470962106532
24,24.784737416297652,-0.7847374162976521,0.6158128125375146,0.024846452967969546
17,16.63809938107046,0.36190061892953906,0.13097205798158346,0.007871816063954595
7,8.01478586356622,-1.0147858635662192,1.0297903488938374,0.1284863209602492
4,1.4382297584050923,2.5617702415949077,6.562666770721232,4.563016953562985
