x,x-x_mean,v,f(v)
320,-129.17094017094018,-2.1886318892757215,-0.48568819695864257
354,-95.17094017094018,-1.6125465550906612,-0.44657847112584687
388,-61.170940170940185,-1.0364612209056006,-0.35000648904430054
422,-27.170940170940185,-0.4603758867205401,-0.17737678017885997
456,6.8290598290598155,0.11570944746452047,0.046058590721873884
490,40.829059829059815,0.691794781649581,0.2554668928985095
524,74.82905982905982,1.2678801158346416,0.397579617001047
558,108.82905982905982,1.843965450019702,0.46740591224421124
626,176.82905982905982,2.996136118389823,0.49863287824071467
